所管,組織,項目1,項目2,令和3年度要求額(千円)
内閣府,金融庁,金融政策費,金融政策業務旅費,360747.0
内閣府,金融庁,金融政策費,委員等旅費,27549.0
内閣府,金融庁,金融政策費,参考人等旅費,513.0
内閣府,金融庁,金融政策費,金融政策業務庁費,399106.0
内閣府,金融庁,金融政策費,情報処理業務庁費,1439912.0
内閣府,金融庁,金融政策費,捜査費,16201.0
内閣府,金融庁,金融政策費,国際会計基準事務委託費,22656.0
内閣府,金融庁,金融政策費,自然災害被災者債務整理支援事業費補助金,24264.0
内閣府,金融庁,金融政策費,政府開発援助経済協力開発機構等拠出金,183153.0
内閣府,消費者庁,消費者庁共通費,職員基本給,1912759.0
内閣府,消費者庁,消費者庁共通費,職員諸手当,993689.0
内閣府,消費者庁,消費者庁共通費,超過勤務手当,347900.0
内閣府,消費者庁,消費者庁共通費,委員手当,20469.0
内閣府,消費者庁,消費者庁共通費,非常勤職員手当,238051.0
内閣府,消費者庁,消費者庁共通費,休職者給与,11895.0
内閣府,消費者庁,消費者庁共通費,国際機関等派遣職員給与,4781.0
内閣府,消費者庁,消費者庁共通費,退職手当,176369.0
内閣府,消費者庁,消費者庁共通費,児童手当,15180.0
内閣府,消費者庁,消費者庁共通費,諸謝金,2902.0
内閣府,消費者庁,消費者庁共通費,職員旅費,17521.0
内閣府,消費者庁,消費者庁共通費,外国留学旅費,3108.0
内閣府,消費者庁,消費者庁共通費,赴任旅費,9007.0
内閣府,消費者庁,消費者庁共通費,委員等旅費,10608.0
内閣府,消費者庁,消費者庁共通費,庁費,338955.0
内閣府,消費者庁,消費者庁共通費,国会図書館支部庁費,1759.0
内閣府,消費者庁,消費者庁共通費,情報処理業務庁費,992272.0
内閣府,消費者庁,消費者庁共通費,土地建物借料,13990.0
内閣府,消費者庁,消費者庁共通費,各所修繕,29063.0
内閣府,消費者庁,消費者庁共通費,自動車重量税,0.0
内閣府,消費者庁,消費者庁共通費,交際費,597.0
内閣府,消費者庁,消費者庁共通費,賠償償還及払戻金,1130.0
内閣府,消費者庁,消費者政策費,非常勤職員手当,415088.0
内閣府,消費者庁,消費者政策費,諸謝金,19024.0
内閣府,消費者庁,消費者政策費,職員旅費,65868.0
内閣府,消費者庁,消費者政策費,審査活動旅費,6690.0
内閣府,消費者庁,消費者政策費,委員等旅費,27961.0
内閣府,消費者庁,消費者政策費,参考人等旅費,92.0
内閣府,消費者庁,消費者政策費,情報処理業務庁費,214942.0
内閣府,消費者庁,消費者政策費,消費者政策調査費,792494.0
内閣府,消費者庁,消費者政策費,審査活動費,9130.0
内閣府,消費者庁,消費者政策費,消費者政策委託費,275557.0
