所管,組織,項目1,項目2,令和3年度要求額(千円)
経済産業省,資源エネルギー庁,石油石炭税財源燃料安定供給対策及エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,石油石炭税財源のエネルギー対策特別会計へ繰入,4.1093E8
経済産業省,資源エネルギー庁,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,電源開発促進税財源のエネルギー対策特別会計へ繰入,1.31935494E8
経済産業省,資源エネルギー庁,電源立地対策費エネルギー対策特別会計へ繰入,エネルギー対策特別会計へ繰入,2.2464506E7
経済産業省,中小企業庁,中小企業庁共通費,職員基本給,1009251.0
経済産業省,中小企業庁,中小企業庁共通費,職員諸手当,556030.0
経済産業省,中小企業庁,中小企業庁共通費,超過勤務手当,209240.0
経済産業省,中小企業庁,中小企業庁共通費,委員手当,6676.0
経済産業省,中小企業庁,中小企業庁共通費,短時間勤務職員給与,31801.0
経済産業省,中小企業庁,中小企業庁共通費,児童手当,9600.0
経済産業省,中小企業庁,中小企業庁共通費,諸謝金,29239.0
経済産業省,中小企業庁,中小企業庁共通費,職員旅費,99826.0
経済産業省,中小企業庁,中小企業庁共通費,委員等旅費,12303.0
経済産業省,中小企業庁,中小企業庁共通費,参考人旅費,290.0
経済産業省,中小企業庁,中小企業庁共通費,庁費,409928.0
経済産業省,中小企業庁,中小企業庁共通費,研究開発設備撤去費,1000.0
経済産業省,中小企業庁,中小企業庁共通費,自動車重量税,33.0
経済産業省,中小企業庁,中小企業庁共通費,交際費,363.0
経済産業省,中小企業庁,経営革新・創業促進費,諸謝金,6106.0
経済産業省,中小企業庁,経営革新・創業促進費,新型コロナウイルス感染症対策中小企業等持続化給付金,0.0
経済産業省,中小企業庁,経営革新・創業促進費,新型コロナウイルス感染症対策中小企業等家賃支援給付金,0.0
経済産業省,中小企業庁,経営革新・創業促進費,職員旅費,23724.0
経済産業省,中小企業庁,経営革新・創業促進費,委員等旅費,1462.0
経済産業省,中小企業庁,経営革新・創業促進費,中小企業経営支援等対策業務庁費,33790.0
経済産業省,中小企業庁,経営革新・創業促進費,中小企業経営支援等対策委託費,1.5606391E7
経済産業省,中小企業庁,経営革新・創業促進費,中小企業経営支援等対策費補助金,2.0723688E7
経済産業省,中小企業庁,経営革新・創業促進費,中小企業海外展開等支援事業費補助金,793100.0
経済産業省,中小企業庁,経営革新・創業促進費,株式会社日本政策金融公庫補給金,4668000.0
経済産業省,中小企業庁,独立行政法人中小企業基盤整備機構運営費,独立行政法人中小企業基盤整備機構一般勘定運営費交付金,1.4588626E7
経済産業省,中小企業庁,独立行政法人中小企業基盤整備機構運営費,独立行政法人中小企業基盤整備機構小規模企業共済勘定運営費交付金,1823002.0
経済産業省,中小企業庁,独立行政法人中小企業基盤整備機構運営費,独立行政法人中小企業基盤整備機構中小企業倒産防止共済勘定運営費交付金,1317721.0
経済産業省,中小企業庁,中小企業事業環境整備費,情報処理業務庁費,9451.0
経済産業省,中小企業庁,中小企業事業環境整備費,事業環境向上等委託費,818407.0
経済産業省,中小企業庁,中小企業事業環境整備費,経営安定関連保証等基金補助金,6080208.0
経済産業省,中小企業庁,中小企業事業環境整備費,事業環境整備対策費補助金,1100000.0
経済産業省,中小企業庁,中小企業事業環境整備費,株式会社日本政策金融公庫補助金,77064.0
経済産業省,中小企業庁,中小企業事業環境整備費,中小企業再生支援利子補給補助金,0.0
経済産業省,中小企業庁,中小企業事業環境整備費,株式会社日本政策金融公庫補給金,1.491805E7
経済産業省,中小企業庁,中小企業事業環境整備費,株式会社日本政策金融公庫出資金,200000.0
経済産業省,中小企業庁,中小企業事業環境整備費,株式会社商工組合中央金庫出資金,0.0
経済産業省,中小企業庁,中小企業事業環境整備費,危機対応円滑化業務出資金,0.0
経済産業省,中小企業庁,経営安定・取引適正化費,消費税転嫁等対策非常勤職員手当,1867999.0
経済産業省,中小企業庁,経営安定・取引適正化費,消費税転嫁等対策職員旅費,2100.0
経済産業省,中小企業庁,経営安定・取引適正化費,下請事業取引検査旅費,25198.0
経済産業省,中小企業庁,経営安定・取引適正化費,消費税転嫁等対策委員等旅費,53140.0
経済産業省,中小企業庁,経営安定・取引適正化費,消費税転嫁等対策庁費,144161.0
経済産業省,中小企業庁,経営安定・取引適正化費,経営安定等対策委託費,980000.0
経済産業省,中小企業庁,経営安定・取引適正化費,事業環境向上支援委託費,194899.0
経済産業省,中小企業庁,経営安定・取引適正化費,消費税転嫁等対策委託費,622548.0
経済産業省,中小企業庁,独立行政法人中小企業基盤整備機構出資,独立行政法人中小企業基盤整備機構出資金,0.0
国土交通省,国土交通本省,国土交通本省共通費,職員基本給,2.2249077E7
国土交通省,国土交通本省,国土交通本省共通費,職員諸手当,1.2388817E7
国土交通省,国土交通本省,国土交通本省共通費,超過勤務手当,3867769.0
国土交通省,国土交通本省,国土交通本省共通費,委員手当,96260.0
国土交通省,国土交通本省,国土交通本省共通費,非常勤職員手当,94669.0
国土交通省,国土交通本省,国土交通本省共通費,休職者給与,705818.0
国土交通省,国土交通本省,国土交通本省共通費,国際機関等派遣職員給与,383106.0
国土交通省,国土交通本省,国土交通本省共通費,短時間勤務職員給与,80671.0
国土交通省,国土交通本省,国土交通本省共通費,公務災害補償費,262424.0
国土交通省,国土交通本省,国土交通本省共通費,退職手当,3.1362201E7
国土交通省,国土交通本省,国土交通本省共通費,児童手当,295660.0
国土交通省,国土交通本省,国土交通本省共通費,諸謝金,34862.0
国土交通省,国土交通本省,国土交通本省共通費,水防功労者等報償費,192.0
国土交通省,国土交通本省,国土交通本省共通費,水防団員退職者褒賞品費,1349.0
国土交通省,国土交通本省,国土交通本省共通費,職員旅費,805248.0
国土交通省,国土交通本省,国土交通本省共通費,災害検査旅費,84073.0
国土交通省,国土交通本省,国土交通本省共通費,日額旅費,7211.0
国土交通省,国土交通本省,国土交通本省共通費,受託営繕工事施工旅費,1138.0
国土交通省,国土交通本省,国土交通本省共通費,赴任旅費,421128.0
国土交通省,国土交通本省,国土交通本省共通費,外国留学旅費,104271.0
国土交通省,国土交通本省,国土交通本省共通費,委員等旅費,49506.0
国土交通省,国土交通本省,国土交通本省共通費,参考人等旅費,218.0
国土交通省,国土交通本省,国土交通本省共通費,庁費,3878296.0
国土交通省,国土交通本省,国土交通本省共通費,情報処理業務庁費,31294.0
国土交通省,国土交通本省,国土交通本省共通費,受託営繕工事施工庁費,3380.0
国土交通省,国土交通本省,国土交通本省共通費,国会図書館支部庁費,5269.0
国土交通省,国土交通本省,国土交通本省共通費,通信専用料,4764.0
国土交通省,国土交通本省,国土交通本省共通費,土地建物借料,3036.0
国土交通省,国土交通本省,国土交通本省共通費,各所修繕,86613.0
国土交通省,国土交通本省,国土交通本省共通費,民間資金等活用事業運営費,118146.0
国土交通省,国土交通本省,国土交通本省共通費,官民区分所有施設維持管理運営費,33315.0
国土交通省,国土交通本省,国土交通本省共通費,自動車重量税,779.0
国土交通省,国土交通本省,国土交通本省共通費,移転費,0.0
国土交通省,国土交通本省,国土交通本省共通費,国家公務員共済組合負担金,4.027325E7
国土交通省,国土交通本省,国土交通本省共通費,基礎年金等国家公務員共済組合負担金,1.0714804E7
国土交通省,国土交通本省,国土交通本省共通費,育児休業手当金国家公務員共済組合負担金,4276.0
国土交通省,国土交通本省,国土交通本省共通費,戦傷病者等無賃乗車船等負担金,2912.0
国土交通省,国土交通本省,国土交通本省共通費,国有資産所在市町村交付金,1413.0
国土交通省,国土交通本省,国土交通本省共通費,経済協力開発機構等分担金,19541.0
国土交通省,国土交通本省,国土交通本省共通費,交際費,1659.0
国土交通省,国土交通本省,国土交通本省共通費,賠償償還及払戻金,92921.0
国土交通省,国土交通本省,国土交通本省共通費,国有特許発明補償費,4661.0
国土交通省,国土交通本省,国土交通本省施設費,施設整備費,75273.0
国土交通省,国土交通本省,住宅対策事業費,公営住宅整備費等補助,1800000.0
国土交通省,国土交通本省,住宅対策諸費,住宅建設事業調査費,331755.0
国土交通省,国土交通本省,住宅対策諸費,優良住宅整備促進等事業費補助,2.5762E7
国土交通省,国土交通本省,住宅対策諸費,公的賃貸住宅家賃対策補助,1.2529E7
国土交通省,国土交通本省,住宅市場整備推進費,委員手当,337.0
国土交通省,国土交通本省,住宅市場整備推進費,諸謝金,1082.0
国土交通省,国土交通本省,住宅市場整備推進費,職員旅費,597.0
国土交通省,国土交通本省,住宅市場整備推進費,住宅瑕疵担保履行監督旅費,2915.0
国土交通省,国土交通本省,住宅市場整備推進費,建築基準監督旅費,5000.0
国土交通省,国土交通本省,住宅市場整備推進費,委員等旅費,1161.0
国土交通省,国土交通本省,住宅市場整備推進費,住宅瑕疵担保履行監督業務庁費,9184.0
国土交通省,国土交通本省,住宅市場整備推進費,建築基準監督業務庁費,15000.0
国土交通省,国土交通本省,住宅市場整備推進費,住宅市場整備推進調査費,254292.0
国土交通省,国土交通本省,住宅市場整備推進費,資格検定国家試験費,18740.0
国土交通省,国土交通本省,住宅市場整備推進費,住宅市場整備推進等事業費補助金,5640206.0
国土交通省,国土交通本省,住宅市場整備推進費,住宅需要変動平準化対策費補助金,355000.0
国土交通省,国土交通本省,住宅市場整備推進費,住宅市場安定化対策費補助金,0.0
国土交通省,国土交通本省,住宅市場整備推進費,ユネスコ事業拠出金,35000.0
国土交通省,国土交通本省,総合的バリアフリー推進費,諸謝金,3154.0
国土交通省,国土交通本省,総合的バリアフリー推進費,職員旅費,872.0
国土交通省,国土交通本省,総合的バリアフリー推進費,委員等旅費,2252.0
国土交通省,国土交通本省,総合的バリアフリー推進費,総合的バリアフリー推進調査費,39253.0
国土交通省,国土交通本省,海洋環境対策費,諸謝金,201.0
国土交通省,国土交通本省,海洋環境対策費,職員旅費,2138.0
国土交通省,国土交通本省,海洋環境対策費,委員等旅費,21.0
国土交通省,国土交通本省,海洋環境対策費,海洋環境対策調査費,63837.0
国土交通省,国土交通本省,海洋環境対策費,外国船舶油等防除対策費補助金,10000.0
国土交通省,国土交通本省,海洋環境対策費,国連環境計画等拠出金,29700.0
国土交通省,国土交通本省,港湾環境整備事業費,港湾環境整備事業費補助,481900.0
国土交通省,国土交通本省,港湾環境整備事業費,港湾廃棄物処理施設整備事業費補助,2725780.0
国土交通省,国土交通本省,港湾環境整備事業費,後進地域特例法適用団体補助率差額,1260.0
国土交通省,国土交通本省,道路環境等対策費,諸謝金,202.0
国土交通省,国土交通本省,道路環境等対策費,職員旅費,307.0
国土交通省,国土交通本省,道路環境等対策費,委員等旅費,225.0
国土交通省,国土交通本省,道路環境等対策費,道路環境等対策調査費,24374.0
国土交通省,国土交通本省,道路環境等対策費,自動車環境総合改善対策費補助金,467202.0
国土交通省,国土交通本省,道路環境改善事業費,沿道環境改善事業費,6.7062E7
国土交通省,国土交通本省,道路環境改善事業費,無電柱化推進事業費,3.0775E7
国土交通省,国土交通本省,道路環境改善事業費,営繕宿舎費,196000.0
国土交通省,国土交通本省,道路環境改善事業費,無電柱化推進事業費補助,2.9101E7
国土交通省,国土交通本省,道路環境改善事業費,後進地域特例法適用団体補助率差額,359000.0
国土交通省,国土交通本省,水資源対策費,諸謝金,392.0
国土交通省,国土交通本省,水資源対策費,職員旅費,11660.0
国土交通省,国土交通本省,水資源対策費,委員等旅費,988.0
国土交通省,国土交通本省,水資源対策費,水資源対策調査費,70493.0
国土交通省,国土交通本省,水資源対策費,水資源対策調査地方公共団体委託費,23408.0
国土交通省,国土交通本省,水資源開発事業費,水資源開発事業調査費,21002.0
国土交通省,国土交通本省,水資源開発事業費,水道水源開発施設整備費補助,3591000.0
国土交通省,国土交通本省,水資源開発事業費,工業用水道事業費補助,138000.0
国土交通省,国土交通本省,水資源開発事業費,農業農村整備事業費補助,7450000.0
国土交通省,国土交通本省,緑地環境対策費,明日香村歴史的風土創造的活用事業交付金,160000.0
国土交通省,国土交通本省,国営公園等事業費,国営公園等整備費,6887236.0
国土交通省,国土交通本省,国営公園等事業費,国営公園等維持管理費,1.1855798E7
国土交通省,国土交通本省,国営公園等事業費,営繕宿舎費,44679.0
国土交通省,国土交通本省,国営公園等事業費,国営公園等事業調査費,152000.0
国土交通省,国土交通本省,水環境対策費,水環境対策調査費,201948.0
国土交通省,国土交通本省,都市水環境整備事業費,総合水系環境整備事業費,8174879.0
国土交通省,国土交通本省,都市水環境整備事業費,河川都市基盤整備事業費,1.3211442E7
国土交通省,国土交通本省,都市水環境整備事業費,営繕宿舎費,237843.0
国土交通省,国土交通本省,都市水環境整備事業費,総合水系環境整備事業調査費,36433.0
国土交通省,国土交通本省,下水道事業費,下水道事業調査費,3660636.0
国土交通省,国土交通本省,下水道事業費,下水道事業費補助,1465371.0
国土交通省,国土交通本省,地球温暖化防止等対策費,諸謝金,434.0
国土交通省,国土交通本省,地球温暖化防止等対策費,技術研究開発謝金,117.0
国土交通省,国土交通本省,地球温暖化防止等対策費,職員旅費,7044.0
国土交通省,国土交通本省,地球温暖化防止等対策費,技術研究開発調査旅費,1836.0
国土交通省,国土交通本省,地球温暖化防止等対策費,登録建築物調査機関等監督旅費,877.0
国土交通省,国土交通本省,地球温暖化防止等対策費,委員等旅費,1866.0
国土交通省,国土交通本省,地球温暖化防止等対策費,登録建築物調査機関等監督業務庁費,1704.0
国土交通省,国土交通本省,地球温暖化防止等対策費,地球温暖化防止等対策調査費,148184.0
国土交通省,国土交通本省,地球温暖化防止等対策費,技術研究開発調査費,13418.0
国土交通省,国土交通本省,地球温暖化防止等対策費,モーダルシフト等推進事業費補助金,42431.0
国土交通省,国土交通本省,地球温暖化防止等対策費,住宅・建築物環境対策事業費補助金,7494250.0
国土交通省,国土交通本省,地球温暖化防止等対策費,経済協力開発機構拠出金,28247.0
国土交通省,国土交通本省,災害情報整備推進費,諸謝金,80.0
国土交通省,国土交通本省,災害情報整備推進費,委員等旅費,103.0
国土交通省,国土交通本省,災害情報整備推進費,災害情報整備推進調査費,2000.0
国土交通省,国土交通本省,住宅・市街地防災対策費,住宅・市街地防災対策調査費,39052.0
国土交通省,国土交通本省,住宅・市街地防災対策費,下水道事業運営人材育成支援事業委託費,15000.0
国土交通省,国土交通本省,住宅・市街地防災対策費,都市安全確保促進事業費補助金,82400.0
国土交通省,国土交通本省,市街地防災事業費,地下街防災推進事業費補助,350000.0
国土交通省,国土交通本省,住宅防災事業費,住宅市街地総合整備促進事業費補助,1.17407E8
国土交通省,国土交通本省,都市公園防災事業費,都市公園防災事業費補助,2737000.0
国土交通省,国土交通本省,下水道防災事業費,下水道防災事業費補助,3.8291106E7
国土交通省,国土交通本省,水害・土砂災害対策費,諸謝金,283.0
国土交通省,国土交通本省,水害・土砂災害対策費,職員旅費,639.0
国土交通省,国土交通本省,水害・土砂災害対策費,河川水理調査旅費,6718.0
国土交通省,国土交通本省,水害・土砂災害対策費,河川管理旅費,11600.0
国土交通省,国土交通本省,水害・土砂災害対策費,委員等旅費,706.0
国土交通省,国土交通本省,水害・土砂災害対策費,水害・土砂災害対策調査費,159399.0
国土交通省,国土交通本省,水害・土砂災害対策費,河川管理費,44775.0
国土交通省,国土交通本省,水害・土砂災害対策費,統計情報調査地方公共団体委託費,10732.0
国土交通省,国土交通本省,水害・土砂災害対策費,国際機関等拠出金,65000.0
国土交通省,国土交通本省,河川管理施設整備費,観測所施設費,5907.0
国土交通省,国土交通本省,河川管理施設整備費,観測所災害復旧費,868.0
国土交通省,国土交通本省,河川管理施設整備費,洪水予報施設費,64135.0
国土交通省,国土交通本省,河川整備事業費,河川改修費,1.34859017E8
国土交通省,国土交通本省,河川整備事業費,河川維持修繕費,9.2148393E7
国土交通省,国土交通本省,河川整備事業費,堰堤維持費,4.8847694E7
国土交通省,国土交通本省,河川整備事業費,河川総合開発事業費,4.2863152E7
国土交通省,国土交通本省,河川整備事業費,流況調整河川事業費,1811476.0
国土交通省,国土交通本省,河川整備事業費,河川激甚災害対策特別緊急事業費,1.77288E7
国土交通省,国土交通本省,河川整備事業費,河川工作物関連応急対策事業費,8340560.0
国土交通省,国土交通本省,河川整備事業費,堰堤改良費,4427000.0
国土交通省,国土交通本省,河川整備事業費,床上浸水対策特別緊急事業費,3814600.0
国土交通省,国土交通本省,河川整備事業費,河川災害復旧等関連緊急事業費,273000.0
国土交通省,国土交通本省,河川整備事業費,営繕宿舎費,2580506.0
国土交通省,国土交通本省,河川整備事業費,河川事業調査費,429957.0
国土交通省,国土交通本省,河川整備事業費,河川総合開発事業調査費,235988.0
国土交通省,国土交通本省,河川整備事業費,河川総合開発事業費補助,6988000.0
国土交通省,国土交通本省,河川整備事業費,治水ダム等建設事業費補助,1.4633E7
国土交通省,国土交通本省,河川整備事業費,河川激甚災害対策特別緊急事業費補助,1038000.0
国土交通省,国土交通本省,河川整備事業費,床上浸水対策特別緊急事業費補助,979000.0
国土交通省,国土交通本省,河川整備事業費,河川災害復旧等関連緊急事業費補助,1338000.0
国土交通省,国土交通本省,河川整備事業費,特定洪水対策等推進事業費補助,3.7667E7
国土交通省,国土交通本省,河川整備事業費,特定都市河川浸水被害対策推進事業費補助,400000.0
国土交通省,国土交通本省,河川整備事業費,水資源開発事業交付金,3.4974E7
国土交通省,国土交通本省,河川整備事業費,後進地域特例法適用団体補助率差額,4089000.0
国土交通省,国土交通本省,多目的ダム建設事業費,木曾川新丸山ダム建設費,1.0376378E7
国土交通省,国土交通本省,多目的ダム建設事業費,淀川天ケ瀬ダム再開発建設費,1.10237E7
国土交通省,国土交通本省,多目的ダム建設事業費,庄川利賀ダム建設費,3729021.0
国土交通省,国土交通本省,多目的ダム建設事業費,雄物川成瀬ダム建設費,2.269476E7
国土交通省,国土交通本省,多目的ダム建設事業費,豊川設楽ダム建設費,1.4942342E7
国土交通省,国土交通本省,多目的ダム建設事業費,子吉川鳥海ダム建設費,5822586.0
国土交通省,国土交通本省,多目的ダム建設事業費,鳴瀬川鳴瀬川総合開発建設費,1950797.0
国土交通省,国土交通本省,多目的ダム建設事業費,球磨川川辺川ダム調整事業費,399710.0
国土交通省,国土交通本省,多目的ダム建設事業費,営繕宿舎費,159624.0
国土交通省,国土交通本省,総合流域防災事業費,総合流域防災対策事業費,7504919.0
国土交通省,国土交通本省,総合流域防災事業費,総合流域防災対策事業調査費,176502.0
国土交通省,国土交通本省,砂防事業費,砂防事業費,6.9091046E7
国土交通省,国土交通本省,砂防事業費,地すべり対策事業費,6115389.0
国土交通省,国土交通本省,砂防事業費,砂防管理費,1792000.0
国土交通省,国土交通本省,砂防事業費,特定緊急砂防事業費,7913000.0
国土交通省,国土交通本省,砂防事業費,営繕宿舎費,433770.0
国土交通省,国土交通本省,砂防事業費,砂防事業調査費,28490.0
国土交通省,国土交通本省,砂防事業費,砂防激甚災害対策特別緊急事業費補助,1249600.0
国土交通省,国土交通本省,砂防事業費,特定緊急砂防事業費補助,253750.0
国土交通省,国土交通本省,砂防事業費,特定緊急地すべり対策事業費補助,660000.0
国土交通省,国土交通本省,砂防事業費,特定土砂災害対策推進事業費補助,1.8499E7
国土交通省,国土交通本省,砂防事業費,後進地域特例法適用団体補助率差額,1344000.0
国土交通省,国土交通本省,急傾斜地崩壊対策等事業費,急傾斜地崩壊対策等事業調査費,16181.0
国土交通省,国土交通本省,防災・減災対策等強化事業推進費,(防災・減災対策等強化事業推進費),2.8401E7
国土交通省,国土交通本省,海岸事業費,海岸保全施設整備事業費,1.9828008E7
国土交通省,国土交通本省,海岸事業費,海岸維持管理費,1402540.0
国土交通省,国土交通本省,海岸事業費,営繕宿舎費,60063.0
国土交通省,国土交通本省,海岸事業費,海岸事業調査費,80362.0
国土交通省,国土交通本省,海岸事業費,海岸保全施設整備事業費補助,3081550.0
国土交通省,国土交通本省,海岸事業費,後進地域特例法適用団体補助率差額,100650.0
国土交通省,国土交通本省,公共交通等安全対策費,諸謝金,8235.0
国土交通省,国土交通本省,公共交通等安全対策費,職員旅費,188236.0
国土交通省,国土交通本省,公共交通等安全対策費,技術研究開発調査旅費,198.0
国土交通省,国土交通本省,公共交通等安全対策費,委員等旅費,1059.0
国土交通省,国土交通本省,公共交通等安全対策費,情報処理業務庁費,17159.0
国土交通省,国土交通本省,公共交通等安全対策費,公共交通等安全対策調査費,547719.0
国土交通省,国土交通本省,公共交通等安全対策費,技術研究開発調査費,122758.0
国土交通省,国土交通本省,公共交通等安全対策費,電子計算機借料,37328.0
国土交通省,国土交通本省,公共交通等安全対策費,土地建物借料,11202.0
国土交通省,国土交通本省,公共交通等安全対策費,国際民間航空機関等分担金,704175.0
国土交通省,国土交通本省,公共交通等安全対策費,国際民間航空機関等拠出金,33370.0
国土交通省,国土交通本省,独立行政法人航空大学校運営費,独立行政法人航空大学校運営費交付金,2587859.0
国土交通省,国土交通本省,鉄道安全対策事業費,鉄道施設総合安全対策事業費補助,4308000.0
国土交通省,国土交通本省,鉄道安全対策事業費,鉄道防災事業費補助,923000.0
国土交通省,国土交通本省,道路交通安全対策費,諸謝金,792.0
国土交通省,国土交通本省,道路交通安全対策費,道路構造物調査旅費,2170.0
国土交通省,国土交通本省,道路交通安全対策費,委員等旅費,518.0
国土交通省,国土交通本省,道路交通安全対策費,道路交通安全対策調査費,309626.0
国土交通省,国土交通本省,道路交通安全対策事業費,道路更新防災対策事業費,2.25E7
国土交通省,国土交通本省,道路交通安全対策事業費,道路維持管理費,3.13804E8
国土交通省,国土交通本省,道路交通安全対策事業費,道路整備営繕宿舎費,989000.0
国土交通省,国土交通本省,道路交通安全対策事業費,交通連携道路事業費,1.3341E7
国土交通省,国土交通本省,道路交通安全対策事業費,道路交通安全施設等整備事業費,5.162E7
国土交通省,国土交通本省,道路交通安全対策事業費,交通事故重点対策道路事業費,1.09885E8
国土交通省,国土交通本省,道路交通安全対策事業費,道路環境営繕宿舎費,335000.0
国土交通省,国土交通本省,道路交通安全対策事業費,道路更新防災等対策事業費補助,2.09204E8
国土交通省,国土交通本省,道路交通安全対策事業費,雪寒地域道路事業費補助,7802000.0
国土交通省,国土交通本省,道路交通安全対策事業費,交通連携道路事業費補助,5.8687E7
国土交通省,国土交通本省,道路交通安全対策事業費,道路交通安全施設等整備事業費補助,3366000.0
国土交通省,国土交通本省,道路交通安全対策事業費,道路整備事業後進地域特例法適用団体補助率差額,522000.0
国土交通省,国土交通本省,道路交通安全対策事業費,道路環境整備事業後進地域特例法適用団体補助率差額,530000.0
国土交通省,国土交通本省,道路交通安全対策事業費,電線敷設工事資金貸付金,100000.0
国土交通省,国土交通本省,道路交通安全対策事業費,自動運行補助施設設置工事資金貸付金,25000.0
国土交通省,国土交通本省,総合的物流体系整備推進費,諸謝金,2299.0
国土交通省,国土交通本省,総合的物流体系整備推進費,職員旅費,37873.0
国土交通省,国土交通本省,総合的物流体系整備推進費,委員等旅費,1479.0
国土交通省,国土交通本省,総合的物流体系整備推進費,情報処理業務庁費,72.0
国土交通省,国土交通本省,総合的物流体系整備推進費,総合的物流体系整備推進調査費,1610323.0
国土交通省,国土交通本省,総合的物流体系整備推進費,電子計算機借料,852.0
国土交通省,国土交通本省,総合的物流体系整備推進費,国際戦略港湾競争力強化対策事業費補助金,502560.0
国土交通省,国土交通本省,総合的物流体系整備推進費,港湾機能高度化事業費補助金,513360.0
国土交通省,国土交通本省,総合的物流体系整備推進費,国際航路協会等分担金,1972.0
国土交通省,国土交通本省,港湾事業費,港湾改修費,1.48544256E8
国土交通省,国土交通本省,港湾事業費,貸付国有港湾施設整備事業費,774897.0
国土交通省,国土交通本省,港湾事業費,港湾作業船整備費,3956150.0
国土交通省,国土交通本省,港湾事業費,特定離島港湾施設整備事業費,1.01E7
国土交通省,国土交通本省,港湾事業費,特定離島港湾維持管理費,700000.0
国土交通省,国土交通本省,港湾事業費,営繕宿舎費,913914.0
国土交通省,国土交通本省,港湾事業費,港湾事業調査費,503000.0
国土交通省,国土交通本省,港湾事業費,港湾改修費補助,8761620.0
国土交通省,国土交通本省,港湾事業費,後進地域特例法適用団体補助率差額,583051.0
国土交通省,国土交通本省,港湾事業費,埠頭整備等資金貸付金,4266800.0
国土交通省,国土交通本省,港湾事業費,港湾開発資金貸付金,200000.0
国土交通省,国土交通本省,エネルギー・鉄鋼港湾施設工事費,和歌山下津港整備費,560000.0
国土交通省,国土交通本省,エネルギー・鉄鋼港湾施設工事費,営繕宿舎費,100.0
国土交通省,国土交通本省,景観形成推進費,景観形成推進調査費,0.0
国土交通省,国土交通本省,景観形成推進費,景観改善推進事業費補助金,79315.0
国土交通省,国土交通本省,地域連携道路事業費,地域連携道路事業費,4.28168E8
国土交通省,国土交通本省,地域連携道路事業費,営繕宿舎費,832000.0
国土交通省,国土交通本省,地域連携道路事業費,道路調査費,5062000.0
国土交通省,国土交通本省,地域連携道路事業費,地域連携道路事業費補助,9.5455E7
国土交通省,国土交通本省,地域連携道路事業費,高速道路連結部整備事業費補助,4360000.0
国土交通省,国土交通本省,地域連携道路事業費,道路調査費補助,708000.0
国土交通省,国土交通本省,地域連携道路事業費,後進地域特例法適用団体補助率差額,4898000.0
国土交通省,国土交通本省,地域連携道路事業費,特定連絡道路工事資金貸付金,25000.0
国土交通省,国土交通本省,地域連携道路事業費,独立行政法人日本高速道路保有・債務返済機構出資金,447000.0
国土交通省,国土交通本省,整備新幹線建設推進高度化等事業費,整備新幹線建設推進高度化等事業費補助金,1400000.0
国土交通省,国土交通本省,整備新幹線整備事業費,整備新幹線整備事業費補助,8.0372E7
国土交通省,国土交通本省,航空機燃料税財源空港整備事業費自動車安全特別会計へ繰入,航空機燃料税財源の自動車安全特別会計へ繰入,2.4581553E7
国土交通省,国土交通本省,航空機燃料税財源北海道空港整備事業費自動車安全特別会計へ繰入,航空機燃料税財源の自動車安全特別会計へ繰入,6218000.0
国土交通省,国土交通本省,航空機燃料税財源離島空港整備事業費自動車安全特別会計へ繰入,航空機燃料税財源の自動車安全特別会計へ繰入,1941000.0
国土交通省,国土交通本省,都市・地域づくり推進費,諸謝金,427.0
国土交通省,国土交通本省,都市・地域づくり推進費,職員旅費,3226.0
国土交通省,国土交通本省,都市・地域づくり推進費,委員等旅費,720.0
国土交通省,国土交通本省,都市・地域づくり推進費,都市・地域づくり推進調査費,332991.0
国土交通省,国土交通本省,都市・地域づくり推進費,資格検定国家試験費,145.0
国土交通省,国土交通本省,都市・地域づくり推進費,集約型都市構造化推進調査委託費,0.0
国土交通省,国土交通本省,都市・地域づくり推進費,防災集団移転促進事業費補助金,44650.0
国土交通省,国土交通本省,都市・地域づくり推進費,集落活性化推進事業費補助金,42220.0
国土交通省,国土交通本省,都市・地域づくり推進費,半島振興広域連携促進事業費補助金,68000.0
国土交通省,国土交通本省,都市・地域づくり推進費,都市開発海外展開支援事業費補助金,65011.0
国土交通省,国土交通本省,都市・地域づくり推進費,集約都市形成支援事業費補助金,500000.0
国土交通省,国土交通本省,都市・地域づくり推進費,官民連携都市再生推進事業費補助金,509899.0
国土交通省,国土交通本省,都市・地域づくり推進費,経済協力開発機構拠出金,37137.0
国土交通省,国土交通本省,都市再生・地域再生整備事業費,都市開発事業調査費,424000.0
国土交通省,国土交通本省,都市再生・地域再生整備事業費,都市構造再編集中支援事業費補助,7.0E7
国土交通省,国土交通本省,都市再生・地域再生整備事業費,市街地再開発事業費補助,9809000.0
国土交通省,国土交通本省,都市再生・地域再生整備事業費,都市再生推進事業費補助,1.4691E7
国土交通省,国土交通本省,都市再生・地域再生整備事業費,民間都市開発推進機構補給金,61000.0
国土交通省,国土交通本省,都市再生・地域再生整備事業費,都市開発資金貸付金,5916789.0
国土交通省,国土交通本省,鉄道網整備推進費,職員旅費,64.0
国土交通省,国土交通本省,鉄道網整備推進費,鉄道整備等基礎調査委託費,288000.0
国土交通省,国土交通本省,鉄道網整備推進費,新線調査費等補助金,39996.0
国土交通省,国土交通本省,鉄道網整備推進費,譲渡線建設費等利子補給金,26000.0
